Gene,Name,baseMean,baseMean_N2_20C,baseMean_N2_34C,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00008256,glb-12,42.10793381,54.53418334,29.89496919,-0.747249606,0.288600439,-2.589218537,0.009619403,0.034497105
WBGene00004212,ptl-1,946.4197947,859.5091687,1033.142004,0.261526988,0.10103618,2.588448897,0.009640925,0.034554693
WBGene00012193,vps-25,1125.183205,976.0688432,1275.441247,0.374075451,0.144514376,2.588499924,0.009639497,0.034554693
WBGene00015627,C09B9.2,2.370987534,0.153291527,4.737164054,0.947628575,0.36608661,2.58853656,0.009638471,0.034554693
WBGene00004199,prx-14,599.4280573,551.5554554,647.540559,0.228851708,0.088428658,2.587981249,0.009654024,0.034595104
WBGene00021877,Y54G2A.12,36.8605483,27.34626448,46.61692237,0.683275471,0.264046928,2.587704676,0.009661778,0.034616352
WBGene00010245,F58D5.6,2.057178587,0.153291443,4.164468716,0.949325736,0.366896657,2.587447225,0.009669001,0.034622614
WBGene00018554,srt-3,2.057178587,0.153291443,4.164468716,0.949325736,0.366896657,2.587447225,0.009669001,0.034622614
WBGene00197604,K01G5.12,1.852523853,0.153291373,3.766136741,0.95143606,0.367696047,2.587561298,0.0096658,0.034622614
WBGene00017645,F20D12.7,4.726861486,8.132063854,1.182868797,-1.075071288,0.415507686,-2.587367994,0.009671224,0.034624042
WBGene00010833,M03B6.1,158.8199256,138.5477098,179.1412489,0.360159512,0.139208876,2.587187837,0.009676283,0.034635615
WBGene00004747,sdc-3,572.7576734,636.0384348,510.3675648,-0.310893266,0.120172248,-2.587063755,0.009679768,0.034641554
WBGene00198982,C18A11.11,1.807152465,0.153291334,3.58746888,0.952089734,0.368136965,2.586237802,0.009702996,0.034711586
WBGene00200514,R07G3.14,1.807152465,0.153291334,3.58746888,0.952089734,0.368136965,2.586237802,0.009702996,0.034711586
WBGene00000983,dhs-20,623.9151292,544.7003528,704.1447837,0.35987443,0.1391714,2.585836095,0.009714311,0.034745513
WBGene00012562,Y37H2A.1,349.4039641,380.4291098,318.8365044,-0.251327113,0.097202193,-2.585611563,0.009720641,0.034761598
WBGene00013362,algn-7,306.9828697,346.7629348,268.0781667,-0.3606812,0.139525732,-2.585051489,0.009736446,0.034804995
WBGene00020403,hrde-4,703.8536338,655.4162186,752.6101544,0.19780994,0.076520008,2.585074763,0.009735788,0.034804995
WBGene00018137,bath-41,242.426534,272.4292711,212.763964,-0.347195536,0.134318748,-2.584862815,0.009741775,0.034817485
WBGene00012435,flh-1,77.81516379,62.54070267,93.1856989,0.537324272,0.20789564,2.584586536,0.009749584,0.03483883
WBGene00005840,srw-93,5.745158956,2.505897334,8.970020935,1.062978043,0.411475701,2.583331262,0.009785132,0.034934003
WBGene00007112,B0035.13,1139.993938,1284.516393,993.8063514,-0.359639256,0.139206985,-2.583485697,0.009780752,0.034934003
WBGene00012904,tiar-2,452.7841151,513.3087737,393.5190331,-0.371716841,0.143890716,-2.583327483,0.009785239,0.034934003
WBGene00015194,trul-1,163.4893219,140.7740181,186.5309165,0.392210785,0.151809925,2.583564838,0.009778509,0.034934003
WBGene00020018,R12B2.2,192.4925937,216.7736519,167.7307772,-0.359497452,0.139160972,-2.583320937,0.009785425,0.034934003
WBGene00003161,mdf-2,424.6408817,385.8863478,463.3782644,0.26013459,0.10071135,2.58297194,0.009795329,0.034962782
WBGene00015900,nhr-157,41.6664264,53.31439345,29.64096723,-0.733526028,0.284063679,-2.582259128,0.009815585,0.035028493
WBGene00044940,H06I04.8,4.028791768,7.021039405,1.15878898,-1.07770362,0.417377829,-2.582081616,0.009820636,0.035039925
WBGene00015220,B0507.3,155.0710659,188.5163106,122.3782857,-0.575507693,0.222891183,-2.582011929,0.009822619,0.035040411
WBGene00016322,C32E8.4,3.785346433,0.843374549,6.690775796,1.057808837,0.409713061,2.58182845,0.009827842,0.035052453
WBGene00011591,T07F10.5,18.89986594,11.70394551,26.47224928,0.907706496,0.351599878,2.581646216,0.009833033,0.035059442
WBGene00050899,T10C6.15,37.55672668,19.15480761,55.75888879,1.019522832,0.394914406,2.581629885,0.009833498,0.035059442
WBGene00001331,erd-2.1,5065.015627,5794.463461,4335.367188,-0.403379302,0.156285556,-2.581040199,0.009850311,0.035112787
WBGene00001148,eat-20,1815.529954,2456.659647,1175.087019,-0.856034916,0.331695184,-2.580787893,0.009857513,0.035131857
WBGene00015625,C09B8.8,9.224984343,15.32292992,3.077743156,-1.079853647,0.418448344,-2.580613978,0.009862479,0.035142956
WBGene00000647,col-71,185.7400619,92.98433395,278.8441844,1.028468116,0.398721525,2.579414583,0.009896793,0.035258603
WBGene00011324,hrde-2,165.2099314,141.195874,188.1996952,0.399793127,0.155003285,2.579255835,0.009901343,0.035268189
WBGene00012242,srt-39,12.04509007,6.867786377,17.39640804,0.966091258,0.374626983,2.578808526,0.009914172,0.035307258
WBGene00015111,B0281.4,2.083866416,0.153291453,4.201360368,0.944618058,0.366326672,2.578622116,0.009919523,0.035313056
WBGene00020286,gtsf-1,284.9085544,251.4004585,318.1140797,0.331352878,0.128497228,2.578677242,0.009917941,0.035313056
WBGene00008151,rrp-1,1822.55171,1684.928487,1960.632763,0.216409246,0.083963368,2.577424557,0.009953961,0.035429004
WBGene00001499,fsn-1,445.5601786,403.2469911,486.5742151,0.26678141,0.103512127,2.577296177,0.009957659,0.035435518
WBGene00007546,nhr-153,153.6727683,175.8976496,131.713782,-0.40226701,0.156092872,-2.577100443,0.009963299,0.035442294
WBGene00019100,F59B1.8,263.2517918,218.6521945,308.991387,0.473628001,0.18378126,2.577128921,0.009962479,0.035442294
WBGene00048170,21ur-1207,4.827921782,1.386545357,8.137719821,1.073175047,0.416469113,2.576841865,0.009970755,0.035462167
WBGene00000888,cyn-12,530.4337464,479.8449387,580.8327267,0.271125707,0.105243607,2.576172698,0.009990074,0.035524215
WBGene00010804,M01E5.1,3.114341378,0.572047161,5.554105081,1.043364424,0.405044985,2.575922338,0.00999731,0.035537109
WBGene00017168,F01F1.14,16.26872931,3.261497432,29.51576454,1.036853989,0.402518302,2.575917623,0.009997446,0.035537109
WBGene00044198,F56H9.6,26.53032648,41.65739379,11.56272333,-1.062236166,0.412515682,-2.575020083,0.010023427,0.035622785
WBGene00196948,F08C6.11,3.711148437,0.843583124,6.679256522,1.05391042,0.409381826,2.57439474,0.010041564,0.035680559
WBGene00001033,dnj-15,418.8038982,362.4635552,474.2780236,0.375708598,0.145951607,2.574199794,0.010047224,0.035687302
WBGene00015359,C02G6.1,335.8649216,292.9074642,379.5189281,0.362817556,0.140943326,2.574208834,0.010046961,0.035687302
WBGene00019849,oac-40,23.50042813,34.65514184,12.46250113,-1.001431227,0.389089024,-2.573784317,0.010059296,0.035723494
WBGene00001372,exo-3,431.1531057,368.3677681,495.2405905,0.410855938,0.159650793,2.573466317,0.010068545,0.035749647
WBGene00008107,aspm-1,700.6192245,774.6813605,627.9556131,-0.297066667,0.115452586,-2.573062041,0.010080314,0.035778041
WBGene00016019,ascc-1,551.7720701,491.2189115,610.5486415,0.307212043,0.119393111,2.573113649,0.010078811,0.035778041
WBGene00008791,F14D7.4,28.71992698,19.90808529,37.25313137,0.768170746,0.298551628,2.572991316,0.010082374,0.035778659
WBGene00017641,csr-1,1377.784719,1559.184022,1197.808057,-0.368885342,0.143394197,-2.572526296,0.010095929,0.03582006
WBGene00198190,F25H2.16,6.951211287,3.325969728,10.57054582,1.038488549,0.403756832,2.572064341,0.01010941,0.035861186
WBGene00007882,C33A12.3,1028.994046,939.2044188,1117.539584,0.247453517,0.096213267,2.571927191,0.010113416,0.035868688
WBGene00009008,F21D5.3,1647.88843,1913.719766,1381.173342,-0.449021809,0.17461086,-2.571557171,0.01012423,0.03590033
WBGene00019534,K08D10.11,1.848385656,0.153291353,3.648258342,0.944010271,0.367119473,2.571397976,0.010128885,0.035910126
WBGene00014138,clec-186,1009.922515,1144.033374,876.0647283,-0.373063137,0.145188203,-2.569514108,0.010184124,0.03609922
WBGene00201729,C16E9.27,9.387867356,14.40676131,4.609824164,-1.0322824,0.401783752,-2.569248743,0.010191927,0.036120129
WBGene00003646,nhr-56,76.48945018,92.7813845,59.90460298,-0.580951977,0.22614983,-2.568880895,0.010202752,0.036151738
WBGene00007108,gspd-1,2802.899503,3062.421253,2542.433259,-0.264340491,0.102905818,-2.568761375,0.010206271,0.036157455
WBGene00008400,drh-3,910.8355022,974.5173862,847.2808935,-0.20008361,0.077899506,-2.568483674,0.010214452,0.036177301
WBGene00195408,F10C1.11,2.533517403,0.153291571,4.996811907,0.936547231,0.364636349,2.568441772,0.010215687,0.036177301
WBGene00022288,Y75B7B.1,28.69207829,20.73056021,36.36500205,0.709539584,0.276280219,2.568188149,0.010223165,0.036197026
WBGene00004386,rnp-3,819.8675808,727.3823394,910.7307724,0.31708401,0.123486545,2.567761611,0.010235752,0.036223878
WBGene00013843,fbxa-49,11.75730814,6.547942749,17.25153439,0.980973732,0.382038235,2.567737056,0.010236477,0.036223878
WBGene00017017,D1014.4,218.6383153,247.0880616,191.2819061,-0.358744447,0.139709012,-2.567797472,0.010234693,0.036223878
WBGene00017448,F14B8.6,587.8595864,670.8526282,504.1744931,-0.397448494,0.154800833,-2.567482915,0.010243984,0.036243681
WBGene00001451,flp-8,815.8522532,731.2868897,898.6782015,0.291772148,0.113669737,2.566841063,0.010262964,0.036304063
WBGene00016702,C46A5.6,243.796189,208.1940824,280.5117627,0.413574857,0.161139424,2.566565324,0.010271128,0.036326168
WBGene00012444,Y15E3A.5,500.4294737,173.9275038,826.7411152,1.07370737,0.418409547,2.566163648,0.01028303,0.036361484
WBGene00022441,Y110A2AL.4,40.02602582,27.26686456,52.39752757,0.789524654,0.307841857,2.564708591,0.010326249,0.036507505
WBGene00011644,T09B9.3,103.3353217,123.6893188,82.68500123,-0.541245967,0.211074947,-2.564235947,0.010340322,0.036550449
WBGene00005004,spp-19,24.57010539,33.20644238,15.7119821,-0.859806569,0.335337702,-2.564002088,0.010347292,0.036568271
WBGene00006708,ubc-13,2232.663647,2063.078673,2400.416642,0.216243098,0.084348293,2.56369265,0.010356521,0.036594069
WBGene00009744,hpo-35,504.5816698,563.4606935,446.2549677,-0.328374897,0.128090769,-2.563610948,0.010358959,0.036595867
WBGene00013276,sre-42,4.305179666,7.433329917,1.152707633,-1.066627672,0.416104708,-2.56336362,0.010366342,0.036615131
WBGene00201899,C30B5.16,2.672917519,0.298570152,5.079193973,0.993643795,0.387642584,2.563298865,0.010368276,0.036615145
WBGene00198859,F37B12.9,3.924959969,1.362970415,6.589769245,1.072017313,0.418452059,2.561864112,0.010411205,0.036759903
WBGene00012395,Y6D1A.1,348.2622042,317.7430277,378.8975461,0.250433596,0.097771465,2.561418042,0.010424583,0.036800293
WBGene00015676,mct-6,3567.121867,4292.835141,2840.954515,-0.552848154,0.215924505,-2.560377086,0.010455864,0.036903851
WBGene00007518,del-8,20.82806539,27.47537325,13.86348925,-0.812362323,0.317323812,-2.560042117,0.010465948,0.03693257
WBGene00015472,C05D9.3,989.1186808,900.9952774,1076.35879,0.252938465,0.098816538,2.559677466,0.010476935,0.036964465
WBGene00012782,Y43C5A.2,3135.7965,3429.617444,2840.763152,-0.267463617,0.104496972,-2.559534621,0.010481242,0.036965911
WBGene00022454,trf-2,22.86912171,15.69063842,29.97390167,0.784391466,0.306457869,2.559540951,0.010481051,0.036965911
WBGene00007237,C01G10.10,228.659729,197.9607542,258.0380237,0.370540745,0.144773048,2.559459437,0.010483509,0.036967035
WBGene00172830,21ur-10246,2.266591068,0.153291506,4.488134284,0.933264923,0.364751814,2.558629971,0.010508553,0.037048459
WBGene00004372,rig-5,45.25288383,58.11998335,32.81486414,-0.718081139,0.280665071,-2.558498417,0.01051253,0.037055594
WBGene00194659,linc-1,22.80640501,16.04474401,29.65162801,0.756289264,0.29563136,2.558217316,0.010521032,0.037078673
WBGene00018157,lron-6,37.49447703,46.64614184,28.50790768,-0.639759673,0.250091672,-2.558100668,0.010524562,0.037084225
WBGene00015061,cpna-2,8629.285657,7580.762047,9678.945831,0.343201498,0.13418104,2.557749564,0.010535193,0.037114792
WBGene00019303,K02D10.3,16.43376673,10.53060437,22.31207839,0.861596423,0.336880254,2.557574722,0.010540491,0.037126561
WBGene00000941,ddp-1,1948.670622,1654.434901,2243.856253,0.42184402,0.164970734,2.557083973,0.010555373,0.037172079
WBGene00013315,Y57G11C.20,44.0718108,27.74169052,60.49890509,0.880993255,0.344616616,2.556444512,0.010574794,0.037233558
WBGene00011205,R10E4.9,573.7016714,506.9331199,638.9635476,0.325987904,0.127528638,2.556193727,0.010582418,0.03725349
WBGene00011706,T11B7.1,28.09171021,18.48966492,37.36049516,0.82771658,0.323845619,2.555898652,0.010591396,0.037278178
WBGene00022314,Y77E11A.14,40.95983401,51.56069199,29.97886484,-0.689488041,0.269814845,-2.555411804,0.010606224,0.03732344
WBGene00014201,ZK1053.6,3.660132985,1.085453199,6.283961569,1.063737187,0.41632841,2.555043475,0.010617454,0.037350177
WBGene00017748,F23F1.7,70.68424348,104.3344696,36.61417877,-1.005484396,0.393540753,-2.554968932,0.010619728,0.037350177
WBGene00019244,H25P19.1,147.1585281,171.7725347,121.5273306,-0.473333918,0.185258183,-2.554996006,0.010618902,0.037350177
WBGene00010189,F57B1.6,7.32642747,11.2333066,3.511228121,-1.03132346,0.403704639,-2.554648523,0.010629507,0.037377642
WBGene00011076,scav-5,449.2998384,529.0755566,369.3791582,-0.489582233,0.191657717,-2.554461367,0.010635223,0.037390811
WBGene00007375,C06C3.4,361.4866427,290.9509176,432.4820911,0.533652146,0.20904744,2.552780109,0.010686694,0.037564809
WBGene00013862,wdr-5.3,131.4522019,151.936561,111.3056794,-0.429960416,0.168438048,-2.55263238,0.010691227,0.037573782
WBGene00017353,F10E9.1,81.27584198,97.4235197,64.53257718,-0.551394374,0.216016746,-2.552553844,0.010693638,0.037575293
WBGene00011917,T22C1.6,1120.585229,1025.263877,1217.887111,0.245074378,0.096018334,2.552370671,0.010699262,0.037588093
WBGene00009642,F42G4.5,229.6629967,276.2158128,182.5725557,-0.553944687,0.217061675,-2.552015166,0.010710186,0.037619502
WBGene00015029,B0207.6,209.0967859,231.5989479,186.2027991,-0.30805807,0.120719522,-2.551849651,0.010715275,0.03763041
WBGene00016566,eri-7,195.6531035,173.9293454,217.6845516,0.316469698,0.124021375,2.551735111,0.010718798,0.037635815
WBGene00008262,ril-1,13368.88711,12053.15417,14685.99239,0.280041125,0.109757435,2.551454713,0.010727426,0.037649895
WBGene00010191,dmsr-1,338.4186223,398.6776525,276.9811884,-0.495383497,0.194160576,-2.551411351,0.010728761,0.037649895
WBGene00018135,F37A4.5,2.157436856,0.153291485,4.316926919,0.930124477,0.364551812,2.551419154,0.010728521,0.037649895
WBGene00000240,pah-1,3518.002627,3235.251228,3799.232104,0.229128607,0.089811663,2.551212151,0.010734896,0.037664455
WBGene00003641,nhr-51,12.38012849,17.85124144,6.967982527,-0.962736697,0.377389879,-2.551040053,0.010740198,0.037676091
WBGene00000191,arl-7,6.625056056,2.757852451,10.39851187,1.05808675,0.41479025,2.550895905,0.010744641,0.037677743
WBGene00004378,rme-8,3809.235178,4213.111688,3407.139075,-0.300147958,0.117662684,-2.550918838,0.010743934,0.037677743
WBGene00006098,str-32,2.797197215,0.153291645,5.512175309,0.925887495,0.363028725,2.550452435,0.01075832,0.037718739
WBGene00004272,rab-8,1174.254195,1270.464874,1076.107473,-0.236552364,0.092765058,-2.550015791,0.010771804,0.037759034
WBGene00018423,F44E2.10,191.2897567,214.9617962,167.252367,-0.351912515,0.138018426,-2.549750245,0.010780011,0.037780824
WBGene00007758,C27A7.8,11.05519462,16.48428258,5.739190273,-1.004193371,0.393953776,-2.549013186,0.010802822,0.037839795
WBGene00013807,Y116A8C.30,652.8552751,557.5462057,748.2557242,0.408279914,0.160170829,2.549027918,0.010802365,0.037839795
WBGene00020447,mob-3,455.4009338,514.6637095,397.0186243,-0.363241756,0.142499894,-2.549066851,0.010801159,0.037839795
WBGene00021112,W09C3.4,644.2402733,575.309508,713.9653239,0.305015146,0.119666578,2.548874968,0.010807104,0.037847806
WBGene00011805,T16G12.4,20.56320646,13.71091823,27.46945003,0.820657271,0.322199268,2.547048838,0.010863823,0.038039421
WBGene00021804,Y53G8AM.4,5.200112415,8.297998997,1.990724908,-1.060486119,0.416424092,-2.546649288,0.010876268,0.038075969
WBGene00017447,F14B8.5,1075.251165,1170.226732,981.9892258,-0.249495385,0.097976328,-2.546486384,0.010881346,0.038086717
WBGene00003065,lpd-9,1994.033019,1806.554062,2181.808685,0.267911022,0.105215939,2.54629691,0.010887254,0.038100369
WBGene00000368,ccb-1,806.2090413,883.3313255,730.4298985,-0.269742805,0.105973721,-2.54537447,0.01091606,0.038194132
WBGene00201238,ZK180.18,5.756111057,0.523372632,11.16434956,0.965719118,0.379504243,2.544685958,0.010937606,0.038262459
WBGene00015161,pho-5,488.3778696,529.1166257,447.3221122,-0.239175271,0.093995716,-2.544533749,0.010942374,0.038272082
WBGene00013231,tsen-2,208.3626119,233.1163263,183.516461,-0.336303963,0.132176405,-2.544357022,0.010947912,0.038284395
WBGene00012462,Y17G7B.8,225.607238,161.574649,288.9316149,0.725782834,0.285278216,2.544122868,0.010955254,0.038303009
WBGene00009587,mig-38,3403.612024,3152.556155,3656.289302,0.21172264,0.083225318,2.543969138,0.010960077,0.038312809
WBGene00000629,col-52,2.227025485,0.298569918,4.197287494,1.000379762,0.393285163,2.543649892,0.010970098,0.038333713
WBGene00197468,T02E9.16,6.094547297,1.347640333,10.94296245,1.03290062,0.406063853,2.543690138,0.010968834,0.038333713
WBGene00007064,rga-9,474.8132903,530.5594354,418.9852616,-0.332108981,0.130578288,-2.543370614,0.010978871,0.038357304
WBGene00018847,Mar-06,2240.051884,2445.219053,2036.512572,-0.259870782,0.102183544,-2.543176435,0.010984974,0.038371562
WBGene00013532,Y73F8A.27,849.3896096,763.2795991,935.8574927,0.288568248,0.113483519,2.542820748,0.010996162,0.038403571
WBGene00012159,VY10G11R.1,2.481296924,0.298570102,4.79730416,0.986174744,0.38786645,2.542562638,0.011004288,0.038424874
WBGene00010681,mak-1,2764.465902,3191.658953,2338.382492,-0.429685804,0.169004478,-2.542452177,0.011007766,0.038429948
WBGene00017020,D1014.7,15.58252938,21.68309772,9.183742974,-0.921353373,0.362507593,-2.541611243,0.011034283,0.038515433
WBGene00007172,B0393.7,13.77590891,19.32124122,8.288901317,-0.914936853,0.360034764,-2.541245862,0.011045822,0.038548617
WBGene00007277,asfl-1,76.40010947,62.7245595,90.51612927,0.498332733,0.196135023,2.540763632,0.011061067,0.038594721
WBGene00019979,R09B5.11,294.7129691,483.6692787,105.9861863,-1.063214584,0.418475895,-2.540682978,0.011063619,0.038596526
WBGene00011755,T13H5.1,902.1882877,1022.594823,781.1019135,-0.376077637,0.148057866,-2.540071988,0.011082965,0.038656911
WBGene00001682,gpc-2,2298.052078,2132.996585,2464.956763,0.20668899,0.081388919,2.539522502,0.01110039,0.038710571
WBGene00021785,Y51H7C.7,368.3550809,307.143621,430.0018506,0.461353089,0.181751917,2.538367115,0.011137109,0.038831482
WBGene00007253,C01H6.3,46.70725093,57.23551086,35.6823688,-0.617704214,0.24335461,-2.538288518,0.011139611,0.038833067
WBGene00007327,C05C9.3,86.8241523,103.8093646,69.5621651,-0.53771281,0.211876341,-2.537861512,0.011153211,0.038873335
WBGene00006875,vab-9,633.2317836,690.6440772,574.4341063,-0.261697426,0.103136388,-2.537391806,0.011168188,0.038913995
WBGene00010485,ant-1.3,6.498644079,1.668307813,11.2643077,1.045370855,0.4119904,2.537367025,0.011168979,0.038913995
WBGene00003779,nob-1,271.0697656,306.845232,234.7565185,-0.373949428,0.147406692,-2.53685517,0.011185322,0.038963779
WBGene00009582,slcr-46.3,424.5393676,510.0158425,340.305856,-0.542727479,0.213946055,-2.536749173,0.011188709,0.038968422
WBGene00010327,F59C6.8,256.3556781,315.6826287,197.8514558,-0.612356698,0.241428043,-2.536394238,0.011200057,0.039000785
WBGene00011965,T23G7.2,677.2722011,836.2942385,518.5778465,-0.623647428,0.245892609,-2.536259348,0.011204372,0.039008652
WBGene00007102,B0024.13,260.9198739,287.2318664,234.196229,-0.288932418,0.113926136,-2.536138133,0.011208251,0.039014998
WBGene00021078,unc-132,753.0050931,835.6325534,670.1921036,-0.311290279,0.122765868,-2.535641903,0.011224144,0.039063152
WBGene00013160,Y53F4B.13,936.4616674,1007.186714,866.6200268,-0.214619066,0.084650508,-2.535354724,0.011233351,0.039088024
WBGene00009390,F35C5.1,14.37535101,8.680623958,19.79548223,0.903218027,0.356262584,2.535259294,0.011236412,0.039091504
WBGene00007931,C34D1.4,156.5788681,196.9146263,115.9669476,-0.676063781,0.266675766,-2.535152676,0.011239833,0.039096235
WBGene00008317,C54G4.7,262.6806496,234.2405272,292.2151383,0.311993231,0.123091983,2.534634853,0.011256459,0.03914689
WBGene00269355,T28A11.25,36.8293369,27.26457878,46.39409331,0.678137598,0.267578054,2.534354325,0.011265476,0.039171066
WBGene00018833,ztf-1,99.1286352,81.18330436,116.8283928,0.494782472,0.195252122,2.534069629,0.011274633,0.039195722
WBGene00014222,trpp-3,549.9435826,485.9169813,613.7320589,0.328603654,0.129695515,2.53365471,0.01128799,0.03922796
WBGene00017973,ift-81,70.11986804,84.17197214,56.0781067,-0.544279355,0.214819998,-2.533653112,0.011288041,0.03922796
WBGene00003369,mlc-1,31340.20208,26171.39923,36508.42927,0.456807384,0.180302658,2.533558791,0.01129108,0.039231332
WBGene00012017,shpk-1,31.83958179,23.27759245,40.66089996,0.703386831,0.277641911,2.533431746,0.011295174,0.03923837
WBGene00021237,crtc-1,444.7178088,520.5909476,370.0030045,-0.467390716,0.184567914,-2.532350861,0.011330056,0.039352341
WBGene00044952,Y24D9A.9,17.00318197,8.902218167,24.86740994,0.992438546,0.391940061,2.532118161,0.011337578,0.039371259
WBGene00011275,psf-1,203.2504516,173.6946756,233.6036272,0.410812204,0.162252769,2.531927231,0.011343753,0.039378287
WBGene00020026,R12C12.6,500.1242517,451.2812299,549.2776761,0.278525442,0.11000301,2.531980194,0.01134204,0.039378287
WBGene00020658,argn-1,1297.751552,969.1095501,1625.52919,0.663809575,0.262210703,2.531588408,0.011354719,0.039409142
WBGene00021354,fpn-1.1,577.4358669,512.2129367,643.8344385,0.322139749,0.127251674,2.531516795,0.011357038,0.039409981
WBGene00019940,npp-21,2870.747401,3015.593008,2727.797396,-0.144033558,0.056898256,-2.531423088,0.011360073,0.039413303
WBGene00021863,Y54F10BM.9,164.1737641,186.741584,141.3999342,-0.387355269,0.153031868,-2.531206557,0.011367089,0.039430433
WBGene00022450,ubc-26,391.4207195,356.1011848,426.7197259,0.257097493,0.101590584,2.530721678,0.011382813,0.03947776
WBGene00010699,trpp-6,458.1276092,409.9656044,505.6585998,0.296596689,0.117246855,2.529677138,0.011416753,0.039588232
WBGene00012712,ttm-1,502.5069925,577.8253115,426.8165628,-0.419138639,0.165742597,-2.528852855,0.011443599,0.039674072
WBGene00044660,fbxa-87,21.48777357,10.49353787,32.25460984,1.019156532,0.403029778,2.528737548,0.011447359,0.039679856
WBGene00011564,ugt-50,775.9295921,938.0860292,614.783703,-0.562944652,0.222631857,-2.528589838,0.011452177,0.039688046
WBGene00012969,Y48A6B.8,12.19620823,6.094530197,18.12696479,1.010256404,0.399541894,2.528536857,0.011453906,0.039688046
WBGene00044067,zipt-7.1,117.0102016,98.29682821,135.9917974,0.446454655,0.176590999,2.528184667,0.011465403,0.039720628
WBGene00020920,set-20,405.0805763,441.1596587,368.5846592,-0.255465215,0.101062579,-2.527792374,0.011478221,0.039757774
WBGene00012850,Y44A6C.1,210.0928848,254.6019659,165.177946,-0.574161563,0.227157735,-2.527589759,0.011484846,0.039773461
WBGene00018199,F39E9.7,39.29296075,27.84842655,50.25857544,0.732510558,0.289922086,2.526577286,0.011518004,0.039881011
WBGene00018367,F42H10.3,1116.274403,1036.236383,1197.945307,0.207182036,0.08200536,2.526445046,0.011522341,0.039888748
WBGene00009968,fig-1,1039.924919,1184.938627,894.6494245,-0.391037466,0.15479392,-2.526181038,0.011531004,0.039911455
WBGene00044004,C24A8.6,35.12561957,25.76017907,44.0657039,0.682582787,0.270244492,2.525797221,0.011543609,0.039947794
WBGene00011527,cchl-1,3306.794949,3052.175997,3559.724811,0.219507478,0.086912191,2.525623569,0.011549316,0.039960253
WBGene00011367,snpc-3.4,232.5660988,203.2349295,261.9672115,0.355562567,0.140795177,2.525388829,0.011557034,0.039979667
WBGene00000250,bir-2,48.42356191,37.91706251,59.14184014,0.587276727,0.232611902,2.524706266,0.011579503,0.040042791
WBGene00011534,T06E4.7,26.13015302,34.4903484,18.17382371,-0.775441398,0.307139069,-2.524724058,0.011578917,0.040042791
WBGene00000525,clc-4,2.44105452,0.298570091,4.661968479,0.975170454,0.386295281,2.524417205,0.01158903,0.040068432
WBGene00007703,gbf-1,5132.066047,6161.319817,4103.892147,-0.544336683,0.215635429,-2.524337883,0.011591646,0.040070173
WBGene00001660,gop-1,645.6703723,694.5356054,597.2212863,-0.21549339,0.085371416,-2.524186654,0.011596634,0.040077439
WBGene00018485,F46C8.3,399.6492018,343.4694502,455.4979805,0.392664298,0.155564823,2.524120116,0.011598829,0.040077439
WBGene00022418,igcm-4,117.6977651,138.3551432,97.06288965,-0.483051513,0.191377105,-2.524082042,0.011600085,0.040077439
WBGene00018290,vps-60,779.5153585,695.3571896,862.360635,0.303962035,0.120446164,2.523634013,0.011614878,0.04012124
WBGene00017358,F10E9.7,103.1230323,85.48450505,120.4644969,0.469096349,0.185923989,2.523054455,0.011634038,0.04018011
WBGene00021834,mab-31,1373.496706,1673.770128,1072.489858,-0.58771368,0.233053544,-2.521796799,0.011675713,0.040316701
WBGene00010633,nspd-2,2.053040391,0.153291458,4.063919374,0.915934197,0.363227529,2.521654126,0.011680449,0.040325715
WBGene00012457,acbp-6,43.6698801,31.55752434,56.12018787,0.719243465,0.285238635,2.521549947,0.011683909,0.040330319
WBGene00000285,cal-1,239.6581102,278.4436459,199.9341838,-0.454509769,0.180265498,-2.521335338,0.011691038,0.040347586
WBGene00009981,F53F1.3,520.8209211,466.6901442,573.511315,0.291559899,0.115656531,2.520911671,0.011705123,0.040388849
WBGene00000396,cdh-4,1677.506029,1513.885676,1843.03985,0.278780619,0.110674122,2.51893229,0.011771129,0.040609218
WBGene00005127,srd-49,5.698609159,9.55148679,1.958762149,-1.054039813,0.418462924,-2.518836804,0.011774321,0.040612846
WBGene00011242,R11D1.1,427.9461258,394.6009165,461.2549859,0.222629772,0.08839798,2.518493889,0.011785793,0.040645024
WBGene00018374,tag-343,712.7597863,813.1071352,613.8064338,-0.39117728,0.155364889,-2.517797181,0.01180913,0.040718104
WBGene00014021,svop-1,345.3706559,388.2882614,302.5782032,-0.349622382,0.138882941,-2.517388959,0.011822823,0.040757909
WBGene00020842,nmrk-1,374.9791246,340.6186462,409.0392489,0.259995823,0.103290735,2.517126276,0.011831642,0.0407809
WBGene00000480,cgp-1,1179.469114,1077.669084,1283.065286,0.248140669,0.098588041,2.516944923,0.011837733,0.040794485
WBGene00021878,Y54G2A.13,6.711775762,2.738767431,10.68441098,1.048435727,0.416601951,2.516636621,0.011848096,0.040822779
WBGene00007551,C13C4.7,80.03467566,66.63166813,93.78637798,0.467559829,0.185810364,2.516328035,0.011858475,0.040851123
WBGene00013122,impt-1,181.5323885,159.6007301,202.9358928,0.337404307,0.134160633,2.514927814,0.011905676,0.041006277
WBGene00003651,nhr-61,220.5125113,194.2814002,247.0026418,0.337247938,0.13411437,2.514629396,0.011915757,0.041033549
