Gene,Name,baseMean,baseMean_N2_OP50,baseMean_N2_S-macescens_Db10,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00007906,C33G3.6,160.7674468,125.8180323,184.425225,0.542799969,0.227752127,2.383292645,0.017158548,0.051525485
WBGene00000089,aex-6,103.6040532,77.17467515,121.9458056,0.645050865,0.270744325,2.382509275,0.017195099,0.051614887
WBGene00003994,pgl-3,857.6271994,997.9739121,756.066802,-0.397050359,0.16665698,-2.382440618,0.017198306,0.051614887
WBGene00019279,K01A2.4,54.81085913,76.3749282,41.94612424,-0.831503312,0.34899358,-2.382574808,0.017192039,0.051614887
WBGene00021645,Y47G6A.19,149.9970244,115.8520483,171.9238593,0.55971879,0.234967278,2.382113776,0.017213578,0.051650727
WBGene00019448,frpr-13,18.3226474,9.259712099,26.54635692,1.357449189,0.569937185,2.381752279,0.017230484,0.051691452
WBGene00009800,rrc-1,68.46097274,47.82823312,84.55773904,0.793823505,0.33345187,2.380623939,0.017283346,0.051830921
WBGene00010920,M117.4,6.41293752,12.54515827,2.352820484,-1.837325887,0.771808594,-2.380546035,0.017287001,0.051830921
WBGene00017146,EGAP1.1,6.07416583,12.58004633,2.384174465,-1.837307277,0.771790505,-2.380577715,0.017285515,0.051830921
WBGene00011139,R08B4.3,105.5711173,78.55668516,123.4129897,0.63705171,0.267629975,2.380345136,0.01729643,0.051849165
WBGene00018607,F48E3.8,45.21518779,63.2421118,33.62995015,-0.872252498,0.366529586,-2.379760139,0.01732391,0.051921507
WBGene00195519,Y73B3A.23,13.05880339,21.14717408,5.326839867,-1.62362453,0.682365491,-2.379405978,0.017340566,0.051961383
WBGene00013900,ugt-18,53.10502829,35.50341323,67.31749015,0.882753298,0.371055561,2.37903266,0.017358138,0.052003989
WBGene00008851,F15B9.8,143.3641798,110.5087752,166.4465588,0.579916667,0.243780781,2.378844902,0.017366981,0.052020433
WBGene00009551,mob-1,899.222191,1035.613529,807.647467,-0.356213334,0.149791952,-2.378053887,0.017404282,0.052122095
WBGene00009009,F21D5.4,36.7380361,23.34297345,47.47876702,0.969628023,0.407755389,2.377964953,0.01740848,0.0521246
WBGene00015011,B0041.8,603.3221674,509.0154265,671.1653461,0.395571227,0.166384834,2.377447617,0.017432919,0.052187697
WBGene00007225,C01G6.3,1431.41451,1644.873746,1293.975625,-0.343941819,0.144731354,-2.376415401,0.01748177,0.052323837
WBGene00007934,C34E7.4,350.2568825,285.6901852,388.8947467,0.440188139,0.185267536,2.37595938,0.01750339,0.052378437
WBGene00000764,coq-4,128.0056352,158.7941124,104.2563641,-0.595026588,0.250454421,-2.375787922,0.017511524,0.052382564
WBGene00011967,pir-1,806.9558877,934.5600751,722.5619652,-0.368420038,0.155068876,-2.375847744,0.017508686,0.052382564
WBGene00004390,rnp-7,501.5552578,589.2644205,442.5806373,-0.40918994,0.172284399,-2.375084121,0.017544951,0.052472432
WBGene00008875,F15H10.8,7.183317524,2.089098035,11.39751513,1.823890435,0.768117219,2.37449492,0.017572978,0.052546118
WBGene00012245,rbm-25,1160.42548,989.7251624,1281.483688,0.36994355,0.155828754,2.374039073,0.017594688,0.052600893
WBGene00045387,K09H9.8,67.84209832,92.96491893,53.01088171,-0.7827392,0.329725656,-2.373910508,0.017600816,0.052609069
WBGene00013876,ceh-74,45.07570149,29.92255635,58.69258266,0.925930939,0.390239433,2.372725205,0.017657395,0.052768014
WBGene00010146,glb-19,37.95623027,54.5388536,26.38147893,-0.988677651,0.416750688,-2.372347977,0.017675435,0.052803055
WBGene00044728,Y53F4B.45,2182.075145,2557.479228,1920.771829,-0.40924008,0.172504991,-2.372337623,0.017675931,0.052803055
WBGene00019070,F58H7.5,16.35570234,25.49292138,9.161993852,-1.317783986,0.555522684,-2.372151531,0.017684836,0.052819483
WBGene00004998,spp-13,31.70127112,19.15447449,41.11748037,1.03491485,0.436393959,2.37151507,0.017715324,0.052900353
WBGene00019538,K08D12.4,16.98399715,26.89809767,9.840860829,-1.301066774,0.548850208,-2.370531623,0.017762524,0.053031087
WBGene00009304,eva-1,154.8907667,121.3537362,178.8254683,0.55002358,0.232073234,2.370043152,0.017786009,0.053090981
WBGene00004161,pqn-80,496.710539,579.2807028,436.4641901,-0.404714236,0.170773046,-2.369895283,0.017793124,0.053101996
WBGene00017128,E04F6.9,3741.940045,4242.388683,3409.277202,-0.313714245,0.132391526,-2.369594608,0.017807598,0.053134664
WBGene00019961,R08E5.1,15.70021552,6.571223608,20.26082187,1.412291841,0.596023041,2.369525581,0.017810923,0.053134664
WBGene00021860,fbxa-9,8.52057567,2.511010315,12.04107789,1.750595547,0.738900969,2.369188321,0.017827174,0.053172914
WBGene00022470,mrpl-19,319.323657,403.6538667,251.1605897,-0.667194688,0.281634601,-2.36900823,0.017835857,0.053188582
WBGene00194852,T28A8.8,28.16788701,16.62912188,38.56760455,1.126595034,0.475638349,2.368595883,0.017855751,0.053237673
WBGene00007115,B0198.2,35.19558475,21.31010617,44.06077227,0.989214435,0.41768976,2.368299467,0.017870065,0.053270107
WBGene00007696,tram-1,914.3469182,777.1641156,1012.661976,0.378865635,0.160027978,2.367496232,0.017908902,0.05337562
WBGene00016442,C35D10.5,168.1198178,131.3601299,198.5058453,0.584568903,0.247046075,2.366234331,0.017970066,0.053547621
WBGene00012385,Y5F2A.4,302.557714,247.3037891,345.5345353,0.476532366,0.201396808,2.366136634,0.017974809,0.053551464
WBGene00006510,mtrr-1,561.6989995,472.8838006,619.8509842,0.387213685,0.163669959,2.365820146,0.017990182,0.053586966
WBGene00019600,rga-3,1146.948752,1343.681363,1004.056695,-0.416315062,0.176031955,-2.36499709,0.018030213,0.053695891
WBGene00206519,F36H5.13,12.33170405,23.09147325,6.783321495,-1.516706484,0.641347742,-2.364873817,0.018036215,0.053703453
WBGene00015105,pot-1,149.1062511,116.3223481,177.0160229,0.5940675,0.251232098,2.364616244,0.018048762,0.053730496
WBGene00006638,tsp-12,564.1826537,661.1710511,493.6855666,-0.417357644,0.176519497,-2.364371369,0.018060698,0.053755709
WBGene00018645,F49F1.5,45.11182407,29.67681025,57.9950352,0.919753617,0.389024086,2.364258797,0.018066187,0.053761729
WBGene00008664,nubp-1,435.0158461,508.9246529,380.3295712,-0.416164658,0.176033876,-2.364116889,0.018073109,0.053772008
WBGene00013334,nlp-56,219.5950841,266.0761751,189.3730821,-0.484257549,0.20484954,-2.363966989,0.018080424,0.053773135
WBGene00017595,,9.441352889,3.347770051,13.29878272,1.628740239,0.688968243,2.364028032,0.018077445,0.053773135
WBGene00010503,K02C4.5,368.4306994,305.9674435,413.0715547,0.428633876,0.181329469,2.363840131,0.018086616,0.053781236
WBGene00016419,tyr-4,705.6884937,594.0230765,779.2534548,0.388322611,0.164342705,2.362883165,0.018133385,0.053909971
WBGene00018537,F47B7.6,3.598870139,7.309429977,0.620307382,-2.086037483,0.883140922,-2.362066384,0.018173388,0.05401854
WBGene00019162,eif-1.A,1571.728927,1795.150936,1419.83758,-0.336270416,0.142391484,-2.361590791,0.018196716,0.054060373
WBGene00020929,W02C12.2,62.31323349,82.06508623,47.73428897,-0.756256412,0.320225414,-2.36163771,0.018194413,0.054060373
WBGene00022269,aatf-1,163.2227421,199.7670191,131.3611475,-0.592696018,0.250975817,-2.361566246,0.01819792,0.054060373
WBGene00012354,cox-4,5047.200942,7912.502416,3133.395229,-1.217988587,0.515819894,-2.361267182,0.018212604,0.054083272
WBGene00022392,Y97E10AL.1,9.929836326,16.36323084,4.189753719,-1.611605679,0.682516677,-2.361269305,0.018212499,0.054083272
WBGene00012164,W01A8.2,140.8449091,176.0231053,118.0228389,-0.566426645,0.239916103,-2.360936334,0.01822886,0.054121181
WBGene00010706,cyp-14A2,12.86585697,5.736455658,18.62478258,1.469852494,0.622653425,2.360627014,0.01824407,0.05415597
WBGene00008284,C53D6.7,179.0552829,137.1046997,216.1473829,0.641956822,0.272006681,2.36007741,0.018271122,0.054225893
WBGene00010550,K04B12.2,215.1233797,261.1255258,184.7952395,-0.492109412,0.208532111,-2.359873538,0.018281166,0.054245319
WBGene00003884,osm-3,24.49412926,36.09148274,15.62850734,-1.116941193,0.473480588,-2.359001027,0.018324205,0.054362626
WBGene00000435,ceh-10,14.15277927,23.02854892,7.87480254,-1.367074688,0.579851717,-2.357628076,0.01839211,0.054550348
WBGene00003963,pdi-2,9897.783128,8239.640988,10989.14935,0.41152067,0.174552193,2.357579491,0.018394517,0.054550348
WBGene00021493,Y40B10A.9,179.7427359,218.6950937,152.4498602,-0.512924137,0.217664436,-2.356490328,0.018448548,0.054700121
WBGene00016937,tag-294,217.3069323,172.5133703,251.6488681,0.536105078,0.227510393,2.35639819,0.018453125,0.054703233
WBGene00020721,T23B12.6,618.4433538,519.1751745,693.5698487,0.413873151,0.175647381,2.356272831,0.018459354,0.05471124
WBGene00016072,C24H12.2,11.918448,20.92563891,6.392194443,-1.475970812,0.626633396,-2.355397625,0.018502895,0.054829808
WBGene00000710,col-137,2.896544563,6.19785991,0.376908852,-2.116983562,0.898904357,-2.355070977,0.018519168,0.054867546
WBGene00009330,F32D8.5,217.3621245,273.1933004,187.6799227,-0.533144749,0.226526027,-2.353569507,0.018594131,0.05507912
WBGene00017091,ttr-40,27.89929124,16.56080457,36.93179606,1.077472308,0.457830466,2.353430775,0.018601071,0.055089154
WBGene00015779,lrch-1,243.2667854,290.3712161,206.7021929,-0.483875741,0.205638748,-2.35303777,0.018620743,0.055136883
WBGene00006375,syp-1,452.2695411,528.4184058,398.5805284,-0.403119718,0.171373103,-2.352292811,0.018658081,0.055236896
WBGene00019166,tat-2,135.2865513,104.5868985,157.1531072,0.576577697,0.245150112,2.351937324,0.018675921,0.055279159
WBGene00008330,C55A6.1,681.4896751,805.936282,607.0214096,-0.40519911,0.172315945,-2.351489353,0.018698425,0.055335205
WBGene00001635,gly-10,475.9521863,398.3506387,527.6260042,0.401830797,0.170971948,2.350273254,0.018759634,0.05550575
WBGene00004307,rap-1,995.9102435,846.4531363,1104.644571,0.380986312,0.162110999,2.350157085,0.01876549,0.055512486
WBGene00016087,C25A11.2,244.863671,198.1330113,275.6645882,0.470541505,0.200242331,2.349860306,0.018780458,0.055546168
WBGene00018672,sorf-2,344.0195963,414.1752595,303.1774086,-0.445128613,0.189468985,-2.349348177,0.018806312,0.055612029
WBGene00016276,C30G12.4,14.4410851,6.850657595,20.37205961,1.383014729,0.588726977,2.349161468,0.018815745,0.055629316
WBGene00007560,C14A4.9,164.1678907,129.0469698,189.2710172,0.543461741,0.231361036,2.348976953,0.018825072,0.055646281
WBGene00003015,lin-29,97.99895589,73.29515031,115.6041835,0.642138096,0.273392048,2.348781174,0.018834972,0.055664936
WBGene00009816,F47B10.5,80.5106665,105.811119,65.08001908,-0.682780758,0.290788613,-2.348031277,0.018872936,0.05574743
WBGene00011719,T11G6.4,68.39837926,48.81754342,83.71347493,0.752849895,0.320632245,2.348016789,0.018873671,0.05574743
WBGene00018351,F42G2.2,81.51304474,59.80956048,98.2891928,0.697096113,0.296882166,2.348056547,0.018871656,0.05574743
WBGene00010630,ttll-15,16.51144607,8.145968452,24.09753297,1.38352602,0.589268159,2.347871675,0.018881025,0.055758533
WBGene00012666,Y39B6A.3,296.5054315,352.6082703,252.5452485,-0.475346529,0.2025179,-2.347182785,0.018915973,0.055851102
WBGene00008333,C55A6.4,29.86826559,18.20906267,39.43129132,1.043953016,0.444854422,2.34672955,0.018938996,0.055908436
WBGene00010879,taap-1,740.0849005,864.2719693,660.5601489,-0.384591334,0.163897467,-2.346536171,0.018948827,0.055917365
WBGene00219702,linc-138,10.47725401,17.86922655,4.995575189,-1.545472493,0.658620894,-2.346528188,0.018949233,0.055917365
WBGene00006404,tag-10,84.14277885,107.6876395,63.17628399,-0.744480671,0.317318695,-2.346160765,0.018967924,0.055961872
WBGene00004305,ran-4,1582.347228,1359.981925,1739.104803,0.352304121,0.150174796,2.345960377,0.018978125,0.055981317
WBGene00001444,flp-1,103.0624512,129.2156747,82.58841466,-0.631042647,0.269081384,-2.345173933,0.019018205,0.056072374
WBGene00003992,pgl-1,1592.206916,1818.540347,1435.77925,-0.338757787,0.144450873,-2.345141853,0.019019842,0.056072374
WBGene00011268,pde-12,203.0767361,162.3781137,231.7931846,0.50605817,0.215777187,2.345281151,0.019012737,0.056072374
WBGene00015591,cyk-7,527.6342001,613.8235047,464.30877,-0.399126013,0.170220398,-2.344760192,0.019039321,0.056119131
WBGene00012315,immt-2,386.0713832,453.8433823,334.5637531,-0.435207603,0.185617496,-2.344647524,0.019045075,0.056125422
WBGene00044681,T24C4.8,24.77105053,13.64428278,33.34759802,1.179710392,0.503229323,2.344279907,0.019063858,0.056170103
WBGene00016983,C56G2.15,82.19840772,105.6120156,63.96029707,-0.702783197,0.299822867,-2.34399465,0.019078445,0.056202403
WBGene00012578,Y37H9A.3,364.1145568,442.2071362,301.7317241,-0.542163737,0.231308165,-2.343902287,0.01908317,0.056205645
WBGene00021922,atg-3,318.0882797,378.9129936,269.4827601,-0.485094327,0.206982068,-2.343653881,0.019095883,0.056232408
WBGene00002232,kpc-1,302.8916626,360.1281439,258.4304783,-0.47267031,0.201697331,-2.343463383,0.019105638,0.056239772
WBGene00013569,bath-36,62.41772879,83.46955168,49.07249273,-0.74218922,0.316705197,-2.343470287,0.019105284,0.056239772
WBGene00013166,Y53F4B.20,13.27448536,22.46818832,7.170179313,-1.431694221,0.610998569,-2.343203883,0.019118932,0.056268226
WBGene00011775,copg-1,1490.575556,1283.366371,1627.320519,0.340344901,0.145258739,2.3430253,0.019128086,0.056284484
WBGene00004975,spe-39,387.5457542,320.4539791,432.8903656,0.429407396,0.183301036,2.342634857,0.019148113,0.056322038
WBGene00006371,syx-3,87.20088349,64.47105133,106.6519335,0.705746296,0.301256101,2.342678846,0.019145855,0.056322038
WBGene00006545,tbx-8,23.65545674,34.67157753,13.94367573,-1.196046302,0.510592129,-2.342469134,0.019156618,0.056336371
WBGene00008411,mans-1,536.8067976,448.9534405,599.8259623,0.413954453,0.176731653,2.342276814,0.019166494,0.056354724
WBGene00013508,Y71A12B.11,90.85558599,116.8248647,73.38343125,-0.654453587,0.279473286,-2.341739336,0.019194115,0.05642524
WBGene00009108,F25D1.3,6.036122169,1.41538198,9.09404735,1.869607845,0.798481996,2.341452725,0.019208859,0.056447182
WBGene00194955,F37H8.6,18.78265978,28.01237688,10.00438991,-1.316994908,0.562469146,-2.341452713,0.019208859,0.056447182
WBGene00009712,F44G4.2,874.9225052,1011.723917,787.7342561,-0.358439066,0.153120142,-2.340900816,0.019237277,0.05651998
WBGene00021690,Y48G8AL.12,61.90359505,41.44014207,72.77780379,0.782941185,0.334482259,2.340755493,0.019244766,0.056531272
WBGene00021881,Y54G2A.16,25.52106287,38.68443012,17.14214792,-1.091091685,0.46615858,-2.340601961,0.019252681,0.05654381
WBGene00009466,F36D1.7,17.21605157,26.40521458,10.01150926,-1.25964203,0.538208604,-2.340434583,0.019261312,0.056558449
WBGene00020049,ttr-8,73.91372616,98.33096269,59.42017853,-0.706052094,0.301691872,-2.340308635,0.01926781,0.056566817
WBGene00004013,pha-4,201.9356893,160.3597223,228.5679967,0.503974802,0.215384086,2.339888757,0.019289484,0.056608821
WBGene00007167,rbg-3,897.9587093,761.0763192,998.0431278,0.387768428,0.165720344,2.339896354,0.019289092,0.056608821
WBGene00015462,C05C8.5,384.2055383,458.4084245,340.1219381,-0.426205434,0.182153136,-2.339819358,0.019293069,0.056608821
WBGene00044789,T07A9.14,462.4393247,366.5427137,515.3161244,0.484851589,0.207272012,2.339204334,0.019324861,0.056691377
WBGene00003599,nhl-3,184.2370442,224.3885943,149.7021916,-0.572827019,0.244923598,-2.338798805,0.019345849,0.056742212
WBGene00017045,atg-13,358.8698267,291.784398,413.1813046,0.495000716,0.211677937,2.338461549,0.019363318,0.056771975
WBGene00017093,E02C12.8,73.70360784,50.69816646,85.96529361,0.737244535,0.315260871,2.338522168,0.019360177,0.056771975
WBGene00017282,algn-2,281.2598197,230.3820031,318.0964516,0.459894581,0.196695739,2.338101394,0.019381989,0.056815974
WBGene00003175,mec-12,802.685153,673.4679593,880.5614369,0.383590823,0.164074615,2.337904764,0.019392189,0.056835131
WBGene00009840,fbxa-189,59.10253432,40.39847251,71.84615743,0.799339005,0.342051269,2.336898228,0.019444477,0.056977607
WBGene00011043,rbm-28,372.5689993,446.1578259,312.8910633,-0.504411062,0.215855248,-2.336802407,0.019449461,0.056981445
WBGene00001606,gln-5,1104.970836,1272.208204,987.8736496,-0.362228989,0.155036796,-2.336406564,0.019470062,0.057020256
WBGene00020881,T28A11.19,23.80372368,36.70988025,16.21553693,-1.094834885,0.468588933,-2.336450583,0.01946777,0.057020256
WBGene00022270,Y73E7A.3,68.05706914,47.49494711,80.60003428,0.73863115,0.316172827,2.336162651,0.019482766,0.057046687
WBGene00022173,set-27,131.5057414,101.9414276,154.9045252,0.591639604,0.253266427,2.336036447,0.019489342,0.057055169
WBGene00004898,snb-2,378.0360887,306.7238528,434.505948,0.495535494,0.212138006,2.335910962,0.019495883,0.057063543
WBGene00219413,Y38F2AL.12,10.36545427,17.76382673,4.822778867,-1.566362118,0.670605011,-2.335744725,0.01950455,0.057078139
WBGene00003018,lin-32,32.40069167,45.646703,21.99688958,-0.991013391,0.424320439,-2.335530653,0.019515716,0.057098803
WBGene00019214,H20E11.2,3.141889439,0.347545332,5.744851956,2.088594336,0.894293633,2.335468194,0.019518976,0.057098803
WBGene00016450,clec-5,288.1209534,349.6656413,252.786381,-0.462436601,0.198091764,-2.334456479,0.019571832,0.057242626
WBGene00000875,cyk-4,1647.411392,1910.514618,1459.988865,-0.38474605,0.164842454,-2.334022825,0.019594527,0.057298195
WBGene00000475,cey-4,8574.961259,6979.73419,9623.846016,0.457919471,0.196232291,2.333558191,0.019618868,0.057358557
WBGene00011990,T24D5.2,57.41666013,39.93790504,70.13044706,0.783470418,0.335781984,2.333271159,0.019633918,0.057391738
WBGene00009618,F41E7.2,63.41692115,43.22320029,76.87383777,0.800195699,0.342963494,2.33318039,0.01963868,0.057394837
WBGene00003950,pbs-4,1832.685284,2129.624964,1622.170345,-0.389293789,0.16688875,-2.33265447,0.019666288,0.057443044
WBGene00011099,nhr-208,17.91211728,8.609394291,26.76707841,1.432837687,0.614221084,2.332771904,0.01966012,0.057443044
WBGene00016590,C42C1.12,99.51120299,131.5312427,81.80442455,-0.667752545,0.286261635,-2.332665165,0.019665726,0.057443044
WBGene00044536,F14F9.8,129.658708,174.8212756,107.1819459,-0.68711095,0.294605808,-2.33230619,0.019684589,0.057485673
WBGene00006605,tra-2,593.0201995,501.2722081,656.7267977,0.386413066,0.165701692,2.331980208,0.019701732,0.057524904
WBGene00020091,rnp-8,1148.724733,1342.599393,1006.888622,-0.41112496,0.176331064,-2.331551518,0.019724297,0.057579946
WBGene00011441,T04F8.2,196.5139838,156.4650355,228.145592,0.53534396,0.229634068,2.331291545,0.019737992,0.057609079
WBGene00022139,tub-2,441.4123021,519.6493783,382.1615984,-0.438478406,0.188161477,-2.330330383,0.019788696,0.057746201
WBGene00019725,algn-14,97.87793492,72.02617758,113.1767876,0.636585595,0.273326996,2.32902569,0.019857705,0.057936675
WBGene00013924,rad-23,1616.013752,1382.102037,1765.292349,0.350578907,0.150545717,2.328720558,0.019873874,0.057972944
WBGene00002051,ifa-3,20.830524,32.51663546,13.60958518,-1.154691875,0.495888506,-2.328531235,0.019883913,0.057991317
WBGene00010386,H12D21.10,45.9649577,31.06172861,58.37923542,0.870374282,0.373910965,2.327758111,0.019924952,0.05810008
WBGene00013146,Y53C12B.7,79.50717002,104.8158607,64.69538111,-0.677777737,0.291272013,-2.326957986,0.019967501,0.058213207
WBGene00008483,E04D5.4,29.93673007,17.74439917,37.67767007,1.017506732,0.437659519,2.324881986,0.020078271,0.058525142
WBGene00003443,msp-50,10.93718913,17.80848979,4.863408212,-1.553494762,0.668268229,-2.324657517,0.020090281,0.05853814
WBGene00018290,vps-60,482.3287037,390.5334407,554.9719682,0.49980663,0.215000541,2.324676148,0.020089284,0.05853814
WBGene00002163,ist-1,90.44214324,115.3666333,71.68862544,-0.668506053,0.287583241,-2.324565406,0.02009521,0.058541504
WBGene00000901,daf-5,419.4833537,493.1632329,363.5004903,-0.435299879,0.187305868,-2.324005561,0.020125196,0.058617846
WBGene00045396,ZC334.12,3.913017544,7.740324637,0.705078237,-2.026461443,0.87208594,-2.323694662,0.020141865,0.05865538
WBGene00022641,ZK6.6,21.80054817,11.99252989,29.77978268,1.198864509,0.516127904,2.322805062,0.020189627,0.05878343
WBGene00044975,F47G4.9,4.571685789,9.034153297,1.244293109,-1.934047636,0.832884402,-2.322108123,0.020227114,0.058881521
WBGene00007233,C01G10.6,57.91577855,40.49336653,71.47647088,0.7902467,0.340399727,2.321525659,0.020258491,0.05896179
WBGene00017132,tofu-6,592.8417222,687.9057229,522.2518932,-0.393918233,0.16969464,-2.321335741,0.020268731,0.058980523
WBGene00007000,tufm-1,1487.990637,1267.28053,1628.730761,0.359340147,0.15480862,2.321189525,0.020276617,0.058992402
WBGene00010541,ttr-1,138.5372187,107.6854432,163.0440279,0.58674403,0.252790703,2.321066489,0.020283256,0.059000646
WBGene00022576,ZC250.2,24.30311889,13.62499428,31.51754299,1.117478015,0.481530852,2.32067792,0.020304233,0.05905059
WBGene00189943,Y116F11B.17,13.70835988,26.08828251,7.835055094,-1.491723376,0.642831845,-2.320549906,0.020311149,0.059059625
WBGene00013586,Y80D3A.8,4.774774017,9.924544874,1.278007866,-1.975833818,0.851482455,-2.320463338,0.020315826,0.059062151
WBGene00009404,F35C11.5,714.6914736,823.7828374,638.1265418,-0.36560039,0.157576004,-2.320152693,0.020332619,0.059093463
WBGene00220029,M03D4.78,8.478591699,14.44992222,3.234259617,-1.693946832,0.73011075,-2.320123121,0.020334218,0.059093463
WBGene00006552,tbx-33,97.02285097,70.78559275,111.7536257,0.642744869,0.277056214,2.319907791,0.020345866,0.05910516
WBGene00021460,zwl-1,523.846969,611.242161,456.4649192,-0.417008947,0.179747384,-2.319972275,0.020342377,0.05910516
WBGene00007627,ccdc-55,520.7603537,434.8040173,586.0516224,0.426210592,0.183747176,2.31954908,0.020365283,0.059139409
WBGene00013002,Y48E1B.3,293.7129092,348.2056744,249.6976698,-0.473498448,0.20413157,-2.319574814,0.02036389,0.059139409
WBGene00022368,Y92H12BR.2,539.2048817,453.103407,593.7519752,0.38667016,0.166708203,2.319442914,0.020371033,0.059145031
WBGene00016866,coel-1,265.8180003,321.0151588,232.8877465,-0.457479764,0.197253809,-2.319244257,0.020381796,0.059165202
WBGene00010505,K02D3.2,11.73495554,4.583639547,16.90924444,1.574279733,0.678844824,2.31905684,0.020391955,0.059183612
WBGene00008340,C55A6.11,11.87852128,4.949510019,17.75938301,1.553761835,0.670107997,2.318673767,0.020412732,0.059232828
WBGene00022253,hrpf-2,876.1738037,1009.197197,779.9669794,-0.368815985,0.159107038,-2.3180369,0.020447316,0.059322081
WBGene00004802,sir-2.3,26.97872179,13.82679716,33.15160443,1.150457148,0.496365719,2.317761088,0.020462309,0.059354475
WBGene00007941,C34F6.7,404.3672636,337.5334821,452.8566222,0.419764887,0.181113585,2.317688571,0.020466253,0.059354812
WBGene00019749,M03A8.3,44.57064403,29.89328262,57.05111917,0.888902074,0.383627601,2.317096246,0.020498489,0.059437187
WBGene00001995,hpl-1,79.93249178,101.5413572,61.46257221,-0.702982932,0.303419179,-2.316870455,0.02051079,0.059438071
WBGene00003154,mcm-2,1879.435522,2194.907201,1656.297913,-0.402409486,0.173681033,-2.31694549,0.020506701,0.059438071
WBGene00004222,ptr-8,194.4706891,155.7736628,223.7752544,0.514677386,0.222136932,2.316937491,0.020507137,0.059438071
WBGene00045401,eol-1,37.9911355,52.49540998,26.90598791,-0.91528519,0.395062821,-2.316809228,0.020514126,0.059438071
WBGene00019227,sgca-1,51.89247057,34.82107194,64.4186337,0.850250955,0.367167057,2.315705997,0.020574327,0.059601361
WBGene00001977,hmg-12,1786.561725,2176.028121,1512.258826,-0.516848765,0.223221522,-2.315407404,0.020590647,0.059637497
WBGene00017437,nmgp-1,71.0462585,50.06094664,83.3922517,0.713955378,0.308396281,2.315058329,0.02060974,0.059681651
WBGene00003893,ost-1,2752.786536,3165.700676,2465.95198,-0.357725068,0.154609278,-2.313736096,0.020682203,0.059871249
WBGene00044725,R11G1.7,50.19348296,69.52810483,38.75597964,-0.810702384,0.350388734,-2.313722746,0.020682935,0.059871249
WBGene00017965,F31F7.2,10.59797873,3.997059413,14.4572878,1.537049959,0.664615988,2.312688813,0.020739755,0.060024519
WBGene00008900,F16H6.10,131.0567478,101.4627703,157.3035734,0.618760998,0.267576564,2.312463355,0.020752163,0.060046345
WBGene00019402,syf-2,994.5007031,853.1024435,1090.333594,0.351462051,0.151989434,2.312411084,0.02075504,0.060046345
WBGene00022982,F09E10.10,4.637736921,10.43155092,1.608389432,-1.912244873,0.827016628,-2.312220585,0.02076553,0.060065488
WBGene00017480,nstp-2,475.3470019,393.3739499,540.2453646,0.452366113,0.195667372,2.311913876,0.02078243,0.060091952
WBGene00018156,ncbp-1,580.1070585,488.7609919,645.757437,0.398198899,0.172236053,2.311936967,0.020781157,0.060091952
WBGene00021127,W10C8.4,13.84639841,22.84236914,7.953619353,-1.344689057,0.581708885,-2.311618563,0.020798713,0.060127822
WBGene00003723,nhr-133,68.63050224,49.18314075,82.3404269,0.720719971,0.311799868,2.311482604,0.020806213,0.060138293
WBGene00004831,slo-2,194.7166966,156.6933456,225.3224899,0.51604089,0.223379239,2.310156007,0.020879519,0.06033893
WBGene00016143,eri-9,346.2837644,285.7521286,388.1231702,0.436860021,0.189114478,2.310029485,0.020886522,0.060347921
WBGene00004927,snx-1,587.2500572,696.1462095,505.3909654,-0.456381302,0.197599853,-2.309623696,0.020908997,0.060401604
WBGene00007754,C27A7.2,4.006963332,0.721336479,6.439480761,1.992456257,0.862767361,2.309378342,0.020922596,0.060429632
WBGene00017385,F11G11.5,1043.787769,887.4895365,1140.504925,0.359165537,0.155546694,2.309052847,0.020940649,0.060470511
WBGene00021614,Y47A7.2,115.0805867,87.94777034,135.3489116,0.60865574,0.263645197,2.308616831,0.020964853,0.060529134
WBGene00012347,W08G11.3,411.2992001,484.333968,353.1713187,-0.450223322,0.195088519,-2.307789943,0.021010823,0.060639275
WBGene00271694,T10E9.14,66.84061661,47.56040744,79.89055092,0.725045314,0.314166056,2.307841032,0.02100798,0.060639275
WBGene00001466,flr-2,26.07787136,15.11558375,34.42773344,1.099756004,0.47671766,2.306933636,0.02105852,0.060765625
WBGene00003102,mab-5,94.01120324,118.3440697,75.22508192,-0.63788225,0.276584271,-2.30628534,0.021094694,0.060858682
WBGene00195159,T04C12.14,5.650923032,10.41845732,1.773499225,-1.843892091,0.799547327,-2.306170041,0.021101133,0.060865935
WBGene00008105,C45B11.2,9.83135388,3.939759775,15.08702545,1.592519429,0.690694108,2.305679764,0.021128533,0.060910979
WBGene00008537,F02H6.4,205.505243,159.2043694,229.7126528,0.520472191,0.225724716,2.305782906,0.021122766,0.060910979
WBGene00021208,Y18H1A.2,243.0244779,298.4202318,196.2705211,-0.591846159,0.256690001,-2.305684511,0.021128267,0.060910979
WBGene00219451,F52D2.12,259.0157553,210.5386781,289.7737131,0.455264945,0.197467354,2.305520054,0.021137465,0.060925403
WBGene00022618,ZC477.3,558.4055972,472.8787272,616.5247115,0.379500342,0.164612859,2.305411281,0.02114355,0.060931618
WBGene00018408,F44B9.5,239.9375471,193.4438416,275.3957316,0.5021084,0.217819332,2.305159948,0.021157617,0.060960826
WBGene00008260,C52G5.2,165.220017,128.843395,187.0680337,0.52906295,0.229525388,2.3050302,0.021164882,0.06097043
