Gene,Name,baseMean,baseMean_N2_OP50,baseMean_N2_PA14,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00002177,jkk-1,43.79482118,30.99606207,56.78404707,0.711589908,0.319476316,2.227363571,0.025922985,0.125226329
WBGene00020573,T19D7.5,15.57807285,8.826454929,22.38925699,0.871323904,0.391382613,2.226271362,0.02599601,0.125542449
WBGene00007341,C05D12.4,105.4544807,126.9012558,83.7586654,-0.541416975,0.243251372,-2.225750966,0.026030867,0.125659313
WBGene00020307,T07D3.4,231.5441125,194.6381083,268.7630514,0.437318377,0.196487234,2.22568341,0.026035395,0.125659313
WBGene00007433,swsn-7,4427.81084,4006.492007,4849.374824,0.26937047,0.121043155,2.225408543,0.026053825,0.125674963
WBGene00008521,F02D8.4,5017.817069,3549.395921,6485.997116,0.709721777,0.318903996,2.225502932,0.026047495,0.125674963
WBGene00020193,T03F1.12,308.3931116,265.5311286,350.9838728,0.383974568,0.172558185,2.22518896,0.026068556,0.125709381
WBGene00009511,F37H8.2,59.64344341,74.3870312,44.93463694,-0.628188075,0.282325378,-2.225049976,0.026077883,0.125717731
WBGene00002135,inx-13,3858.908792,4192.96982,3524.825968,-0.245824952,0.110502257,-2.224614766,0.026107111,0.12582198
WBGene00194707,C53A5.17,746.3206078,672.7195651,819.9631242,0.278775867,0.125325054,2.224422482,0.026120033,0.12584761
WBGene00006309,sul-2,242.4594087,202.8718654,281.6956368,0.443854743,0.199549566,2.224283182,0.026129397,0.125856091
WBGene00010958,ndfl-4,556.2983409,636.280958,476.3535393,-0.396972138,0.178526949,-2.223597842,0.026175514,0.126041535
WBGene00004180,pri-1,1046.812167,928.0140116,1165.397015,0.31833622,0.14322338,2.222655406,0.026239045,0.126292942
WBGene00007756,C27A7.5,3051.206359,2622.770803,3479.350904,0.388433972,0.174792479,2.222257931,0.026265879,0.126292942
WBGene00009118,F25H2.4,1278.847646,1413.007117,1144.960209,-0.29534845,0.13288801,-2.222536484,0.026247071,0.126292942
WBGene00010355,clec-229,903.411523,1140.951914,665.928241,-0.658124349,0.296143394,-2.22231649,0.026261925,0.126292942
WBGene00044078,tag-243,280.1170997,234.3130305,325.8848196,0.445754328,0.200573658,2.222397165,0.026256477,0.126292942
WBGene00007672,fbxa-136,18.33450152,9.616712266,27.09344772,0.89376676,0.402359253,2.221315289,0.026329614,0.126525875
WBGene00018564,F47D12.9,3971.505289,3484.949459,4458.145224,0.342383395,0.154128189,2.221419696,0.026322548,0.126525875
WBGene00008957,glb-13,185.3331699,213.2714628,157.5319126,-0.413422546,0.186192722,-2.220401214,0.026391545,0.126786666
WBGene00008803,lips-10,3340.77936,2575.450677,4105.778856,0.59252829,0.266877161,2.22022854,0.026403258,0.126806128
WBGene00018398,sptl-2,1763.153558,1963.177287,1562.85747,-0.318678266,0.143545377,-2.220052458,0.026415207,0.126826711
WBGene00001466,flr-2,138.727134,107.1441979,170.35734,0.589866989,0.265768883,2.219473482,0.026454529,0.126978366
WBGene00007862,kvs-2,267.7884939,221.1203859,314.1872144,0.470558469,0.212035033,2.219248687,0.02646981,0.126978366
WBGene00013946,ZK228.3,420.956568,276.8137685,565.0002364,0.781037534,0.351937307,2.219251892,0.026469593,0.126978366
WBGene00019564,K09D9.1,96.6462559,69.47378609,123.6706648,0.688694159,0.3104417,2.218433153,0.026525313,0.127180517
WBGene00022738,fubl-2,4703.550865,5174.009426,4233.649413,-0.282294664,0.12725126,-2.218403688,0.02652732,0.127180517
WBGene00008510,lipl-7,432.8316437,362.2020217,503.4462223,0.444928329,0.20058666,2.218135186,0.026545616,0.127231379
WBGene00003385,moc-2,254.2917121,298.6454712,210.153675,-0.470709609,0.212239196,-2.217826014,0.026566698,0.127295555
WBGene00001560,gei-3,7325.222913,8025.435424,6625.053754,-0.270438331,0.121951729,-2.217585044,0.026583139,0.127311495
WBGene00004207,ptb-1,1350.527785,1491.900811,1209.130201,-0.295045725,0.133050208,-2.21755177,0.026585409,0.127311495
WBGene00011292,allo-1,2252.699203,1997.73449,2507.616398,0.317698789,0.14327583,2.217392758,0.026596264,0.127326634
WBGene00015570,C07F11.2,46.45023887,58.18356368,34.82663937,-0.635790608,0.28676169,-2.217139285,0.026613575,0.127372662
WBGene00015745,C13F10.6,999.5466884,875.5195206,1123.300656,0.346093797,0.156155427,2.216341782,0.026668104,0.127596737
WBGene00007316,nlp-41,61.61404702,75.54557378,47.65499212,-0.586790547,0.264786024,-2.216093348,0.02668511,0.127641204
WBGene00015023,B0205.9,1095.964889,978.756231,1213.132433,0.301032853,0.135898479,2.215130409,0.026751115,0.127919951
WBGene00012279,W05B10.4,199.7311334,170.3439827,229.16282,0.405553381,0.183215995,2.213526072,0.026861398,0.128410206
WBGene00001235,elb-1,196.0107999,228.7527721,163.5088644,-0.452432314,0.204494508,-2.212442373,0.026936114,0.128730201
WBGene00019939,lips-17,1364.186307,1111.634605,1616.276933,0.49631784,0.22443773,2.211383264,0.027009308,0.129042738
WBGene00001149,bcat-1,14195.29882,15815.55919,12575.23762,-0.320184333,0.144838124,-2.210635739,0.027061072,0.129252738
WBGene00012972,rsa-2,1654.541297,1863.762691,1445.547254,-0.352286555,0.159489812,-2.208834226,0.027186173,0.129812802
WBGene00016236,heri-1,885.8575584,785.0039555,986.6367167,0.319310878,0.144587015,2.208433986,0.027214035,0.129871737
WBGene00018448,F45D11.1,66.46312232,93.21104358,39.79571999,-0.842588587,0.381532595,-2.208431465,0.02721421,0.129871737
WBGene00015561,C07A12.7,914.4787274,1060.967267,768.2910903,-0.436992274,0.197886878,-2.208293334,0.027223832,0.1298802
WBGene00009903,F49E12.10,130.4598822,103.8640106,156.8962923,0.537434526,0.243389919,2.20812155,0.027235801,0.129899858
WBGene00015006,B0041.1,140.8748108,116.6308115,165.0386506,0.465477677,0.210845062,2.207676451,0.027266836,0.130002568
WBGene00023408,cex-2,710.1426827,639.6166606,780.3737292,0.279976641,0.126824713,2.207587427,0.027273046,0.130002568
WBGene00017317,attf-2,4240.278195,4637.972212,3843.012767,-0.265345174,0.120208929,-2.207366589,0.027288459,0.13003858
WBGene00000245,bca-1,1328.051473,1503.899274,1152.158027,-0.367905806,0.166700899,-2.206981533,0.02731535,0.130129256
WBGene00000444,ceh-21,46.24824924,57.57018141,34.93856415,-0.622517999,0.282111685,-2.206636701,0.027339451,0.130169134
WBGene00020843,T27A3.7,1050.797606,930.2376756,1171.127165,0.321474816,0.14567988,2.206720772,0.027333573,0.130169134
WBGene00007189,pigm-1,906.5764869,807.5125667,1005.46951,0.306995273,0.139194317,2.20551586,0.027417916,0.13050518
WBGene00018145,F37C4.5,1838.115125,2181.680324,1494.430474,-0.500596314,0.226992773,-2.205340316,0.027430223,0.130526218
WBGene00003712,nhr-122,415.4952145,370.2351343,460.7672868,0.306329655,0.138981472,2.204104263,0.027517012,0.130886727
WBGene00011291,R102.4,2902.479994,2543.454297,3261.205893,0.345134958,0.156592239,2.204036161,0.027521801,0.130886727
WBGene00000794,crn-1,1645.386139,1805.88841,1485.16884,-0.275425875,0.124971133,-2.203915962,0.027530255,0.130889318
WBGene00016266,idhg-2,1894.686931,1709.544191,2079.563157,0.275967978,0.125241994,2.203478002,0.027561076,0.130998221
WBGene00002044,hyl-2,2675.691907,2949.37687,2402.127829,-0.288412604,0.130903785,-2.203241139,0.027577757,0.131036755
WBGene00007054,scpl-1,4338.364271,3804.337844,4872.063219,0.343585239,0.155952658,2.203138074,0.027585018,0.131036755
WBGene00003953,pbs-7,6305.872109,6861.509583,5750.069385,-0.250004991,0.113506862,-2.202553971,0.027626201,0.131194729
WBGene00004050,parp-2,1570.579498,1391.802976,1749.227305,0.319185651,0.145058951,2.200385769,0.027779537,0.131847242
WBGene00014213,ZK1073.1,865.461117,953.2344815,777.9886141,-0.285607966,0.129798302,-2.200398325,0.027778647,0.131847242
WBGene00021270,pid-3,1337.137492,1526.892317,1147.469211,-0.391856352,0.178107549,-2.200110854,0.027799031,0.131883325
WBGene00044742,Y55F3BR.10,124.2939787,101.41988,147.3844086,0.495336432,0.225147416,2.20005382,0.027803077,0.131883325
WBGene00000284,cah-6,207.1706847,238.5312204,175.8515393,-0.415322004,0.1888264,-2.199491196,0.027843014,0.131973608
WBGene00019197,H14A12.5,55.89167949,38.97065405,72.62594338,0.72020009,0.32741284,2.199669659,0.027830341,0.131973608
WBGene00022435,cfap-36,71.47215776,87.08133883,55.72101075,-0.571730453,0.259942617,-2.199448707,0.027846033,0.131973608
WBGene00044330,alr-1,226.2575862,181.6817608,271.0147657,0.523731132,0.238223961,2.198482178,0.027914763,0.132261475
WBGene00014233,ZK1128.7,2256.34462,2026.266944,2486.108603,0.287424038,0.130753998,2.198204585,0.02793453,0.13231725
WBGene00007049,tag-191,312.3462399,352.9671615,271.881747,-0.360930183,0.164206055,-2.198032125,0.027946817,0.132337573
WBGene00003790,npp-4,1099.526596,1210.107229,989.3534274,-0.283272308,0.128895469,-2.197690194,0.027971191,0.132390174
WBGene00012236,W04A8.1,465.6940023,522.9001783,408.7753561,-0.34204613,0.155641635,-2.19765187,0.027973924,0.132390174
WBGene00007525,C11G10.1,396.25939,295.3121966,497.1343157,0.64075889,0.291628668,2.197173875,0.028008031,0.132513696
WBGene00013921,best-22,893.2849467,767.3631705,1019.032118,0.389277423,0.177239904,2.196330587,0.02806829,0.132760846
WBGene00016642,chil-10,863.6168073,971.7760246,755.721058,-0.348730102,0.158812989,-2.195853774,0.028102411,0.132855384
WBGene00020449,fbxa-54,117.5692453,91.86358756,142.9690211,0.567294689,0.258351274,2.195826945,0.028104332,0.132855384
WBGene00015619,C08G9.1,761.0745316,666.1555281,856.448799,0.348492192,0.158740164,2.195362431,0.02813761,0.132974712
WBGene00001031,dnj-13,5890.86024,6523.092188,5259.064166,-0.301825124,0.137510166,-2.194929533,0.028168653,0.133045436
WBGene00014251,gstk-1,1704.651263,1422.697578,1986.744273,0.449805656,0.204924262,2.194984874,0.028164683,0.133045436
WBGene00007414,C07E3.3,1503.167679,1187.082002,1819.441036,0.551903663,0.251475168,2.194664651,0.028187662,0.133060066
WBGene00021394,Y38C1AA.1,1349.919904,1214.369841,1485.540452,0.283439155,0.129149325,2.19466231,0.02818783,0.133060066
WBGene00018151,F37C12.3,3481.778682,3861.074163,3102.187876,-0.306361094,0.13960419,-2.194497839,0.028199639,0.133077852
WBGene00010787,K12D12.5,723.5059025,802.9647218,644.2412124,-0.30820269,0.140459193,-2.194250749,0.028217388,0.133123652
WBGene00015993,C18H7.1,8.713702585,14.02318102,3.438489827,-0.900051694,0.410291657,-2.193687535,0.028257881,0.133276695
WBGene00009466,F36D1.7,108.4152671,83.2331686,133.591392,0.597082353,0.272356611,2.192281474,0.028359189,0.133678317
WBGene00010546,K03H1.11,514.907262,453.6634201,575.8659594,0.332037061,0.15145661,2.192291641,0.028358455,0.133678317
WBGene00016250,hsp-110,20225.24077,22356.75542,18094.27772,-0.296688605,0.135389093,-2.191377444,0.02842449,0.133947981
WBGene00010066,F54F7.6,23.15488125,13.782024,32.56438869,0.840507768,0.383608316,2.191057213,0.028447652,0.133980833
WBGene00010472,cdr-7,314.8259007,254.9981412,374.2392661,0.50581369,0.230842546,2.191163198,0.028439985,0.133980833
WBGene00000250,bir-2,650.5525787,564.9170082,736.4352959,0.366055714,0.167095527,2.190697267,0.028473707,0.134065391
WBGene00002344,let-70,17130.6603,18836.84882,15424.63006,-0.281135077,0.128353444,-2.190319704,0.028501059,0.134097126
WBGene00003705,nhr-115,113.6430972,89.34240335,137.6862482,0.557102581,0.254392468,2.189933469,0.028529062,0.134097126
WBGene00006833,unc-108,6078.063103,6714.094065,5442.248165,-0.294669636,0.134547741,-2.190074935,0.028518803,0.134097126
WBGene00008483,E04D5.4,107.8412888,85.49315221,130.0978564,0.54420762,0.248493086,2.190031234,0.028521972,0.134097126
WBGene00013771,Y113G7C.1,4445.654057,4842.759374,4048.685516,-0.253178807,0.115584833,-2.190415482,0.028494118,0.134097126
WBGene00044435,Y20F4.8,9.386917799,15.0836135,3.691205529,-0.898269511,0.410169711,-2.189994746,0.028524618,0.134097126
WBGene00003806,npp-20,2404.000477,2670.22139,2138.179542,-0.310748265,0.141933629,-2.189391388,0.028568405,0.134129675
WBGene00004775,Sep-01,3397.395714,3784.603677,3010.488885,-0.319430287,0.145892126,-2.189496417,0.028560779,0.134129675
WBGene00015939,damt-1,266.4131622,228.8183605,303.692659,0.388453775,0.177414246,2.189529781,0.028558356,0.134129675
WBGene00018351,F42G2.2,453.8645115,396.0459644,511.7223256,0.354768346,0.162038627,2.18940603,0.028567342,0.134129675
WBGene00003431,msp-33,2244.212356,2711.847694,1776.316661,-0.547568765,0.250138823,-2.189059497,0.028592516,0.134204804
WBGene00012030,T25G3.3,4902.977756,4444.489571,5361.263402,0.264590331,0.120888078,2.188721465,0.028617091,0.134238659
WBGene00022614,ZC449.4,160.0535399,126.7176259,193.0918043,0.545533227,0.24924007,2.188786208,0.028612383,0.134238659
WBGene00185086,F59A3.12,819.3307179,713.0661528,925.2267379,0.360105245,0.164534876,2.188625621,0.028624062,0.134238659
WBGene00007068,cTel55X.1,904.8426122,1033.501152,776.5995567,-0.391781762,0.17904035,-2.188231665,0.028652732,0.134305291
WBGene00044792,F59C6.14,196.7388276,163.5154419,229.9232929,0.457612157,0.209126504,2.18820737,0.028654501,0.134305291
WBGene00000391,cdd-1,904.3132109,1013.638091,795.0720554,-0.337611034,0.154310954,-2.187861753,0.028679674,0.134385222
WBGene00002998,lin-9,1816.925401,1648.917243,1984.894368,0.261760226,0.119724769,2.186349817,0.028790022,0.134673656
WBGene00008613,fbxb-69,6.007955987,1.882670576,10.19292572,0.879729439,0.402297858,2.18676143,0.028759944,0.134673656
WBGene00013302,vti-1,334.7726958,379.1774314,290.6122801,-0.3670954,0.167903357,-2.186349379,0.028790054,0.134673656
WBGene00016565,C41D11.6,56.73866337,70.01399837,43.4577656,-0.600276105,0.274553863,-2.186369181,0.028788606,0.134673656
WBGene00022417,Y102A11A.7,422.005693,483.4909765,360.0667063,-0.402743765,0.184194847,-2.186509402,0.028778358,0.134673656
WBGene00044553,T23B12.11,693.6352408,525.0309361,861.931436,0.61762033,0.282477033,2.18644441,0.028783108,0.134673656
WBGene00015332,tyr-1,695.7349649,305.6963911,1085.717429,0.899845626,0.41165057,2.185945291,0.028819608,0.13477381
WBGene00010453,fozi-1,581.2299329,467.0731303,695.5564687,0.521340084,0.238590999,2.185078593,0.028883085,0.134956253
WBGene00015671,C10B5.3,1513.778305,1358.02462,1669.183486,0.289703105,0.132571962,2.185251705,0.028870396,0.134956253
WBGene00020191,clec-53,348.4627431,398.067176,299.1051973,-0.391780614,0.179293192,-2.185139375,0.028878629,0.134956253
WBGene00016153,C27A2.5,119.2372406,141.3042877,97.04749861,-0.49688304,0.227485062,-2.184244698,0.028944272,0.13520398
WBGene00008123,ent-4,1112.462438,991.9143877,1233.002029,0.304603423,0.13947927,2.183861607,0.028972419,0.135274676
WBGene00021522,nhr-274,908.8059842,819.4021824,998.4991854,0.278190732,0.127387427,2.183816239,0.028975754,0.135274676
WBGene00077658,M106.8,357.5566756,402.6297858,312.3993808,-0.351486769,0.160973998,-2.183500279,0.028998988,0.135344969
WBGene00009983,cut-2,2663.006797,3400.92557,1925.2348,-0.679123881,0.311119327,-2.182840541,0.029047555,0.135533418
WBGene00010525,K03B8.8,44.13321787,22.77599069,65.5248887,0.884507815,0.405559545,2.180956718,0.029186618,0.136143892
WBGene00044762,ZK688.11,467.6034764,390.5351476,544.3368309,0.447182677,0.205093722,2.180382085,0.029229151,0.136303874
WBGene00015476,C05D9.9,209.5581371,83.2599264,335.8118643,0.893918204,0.410106524,2.179721982,0.029278076,0.136493566
WBGene00013614,clec-237,7.716135731,12.3467925,3.103063941,-0.894050222,0.410558832,-2.177642161,0.029432688,0.137137102
WBGene00017446,F14B8.4,97.68781092,61.40386212,133.8588887,0.806237204,0.370219095,2.177729932,0.029426149,0.137137102
WBGene00001532,gcy-5,8.111569818,2.800365744,13.34878449,0.885313257,0.406661939,2.177025121,0.029478693,0.137312798
WBGene00269381,F08F8.11,18.16411427,10.96828345,25.26632784,0.827075026,0.380018686,2.176406207,0.0295249,0.137489335
WBGene00011141,nlp-66,37.42719931,25.86689676,48.83826038,0.725669449,0.333553939,2.175568521,0.029587539,0.137742272
WBGene00007187,tag-342,824.9536521,713.0352912,936.4651695,0.375155715,0.172469827,2.175196214,0.029615416,0.137794527
WBGene00016911,drn-1,154.8032877,125.9558385,183.4142331,0.496608761,0.228298765,2.1752582,0.029610773,0.137794527
WBGene00008823,F14H3.4,22.79462472,8.682246683,36.84470996,0.889427377,0.409092501,2.174147352,0.029694071,0.138121662
WBGene00013388,Y62F5A.10,288.948073,329.1040298,248.7799162,-0.384128549,0.176718258,-2.173677763,0.029729344,0.138246878
WBGene00000710,col-137,2629.18051,3271.422295,1986.678651,-0.619263548,0.28510276,-2.172071393,0.029850278,0.138770255
WBGene00018080,F36A4.1,36.87210574,27.08280042,46.69792828,0.658295862,0.303127972,2.171676398,0.02988008,0.13886979
WBGene00022130,Y71F9B.9,206.3133812,256.8189171,155.9347663,-0.619367539,0.285255993,-2.171269158,0.029910832,0.138973687
WBGene00013806,Y116A8C.29,112.3524835,92.51487329,132.0115115,0.473813501,0.218298287,2.170486571,0.029970005,0.139209537
WBGene00006695,twk-45,50.49678176,35.5702143,65.58934894,0.709026145,0.326981541,2.168398078,0.030128412,0.139906065
WBGene00020943,W02D7.8,43.30944357,29.52651255,57.01675437,0.739326878,0.340987401,2.168194121,0.03014392,0.139938815
WBGene00006407,lim-9,5256.060197,4642.781779,5868.813837,0.326370135,0.150537525,2.168031765,0.03015627,0.139956889
WBGene00022730,ZK402.3,49.70723727,61.58598266,37.7861582,-0.609612884,0.281207228,-2.167842156,0.030170698,0.139984596
WBGene00008684,mig-32,1111.91138,992.5333403,1231.452786,0.301991085,0.139329834,2.167454574,0.03020021,0.140082251
WBGene00004827,skr-21,103.1419993,83.04319957,123.2062706,0.516518837,0.238337675,2.167172423,0.030221709,0.140142698
WBGene00022281,abtm-1,1561.243392,1716.863513,1405.338322,-0.281477061,0.129907736,-2.166745945,0.030254231,0.140254209
WBGene00013208,Y54G9A.5,238.3197172,272.7264044,203.8901183,-0.397641226,0.183576182,-2.166082882,0.030304854,0.140449548
WBGene00021893,ndnf-1,501.6296025,564.9021897,438.666915,-0.350213944,0.161702881,-2.165786677,0.030327492,0.140515115
WBGene00012912,Y46G5A.22,579.4527357,672.352664,486.2218646,-0.437480157,0.202096458,-2.16470967,0.030409926,0.14085762
WBGene00018014,wdr-83,497.6141083,428.0482996,566.9913791,0.385571601,0.178157627,2.164216087,0.030447769,0.140993447
WBGene00021932,cox-18,675.9468668,744.421953,607.5559453,-0.285377794,0.131895017,-2.163673815,0.030489392,0.141146696
WBGene00000017,abf-6,54.69733579,27.27875271,82.10022265,0.883620249,0.40845326,2.163332589,0.030515608,0.141228556
WBGene00017852,F27C1.2,1953.58799,2134.523648,1772.41059,-0.262250132,0.121268951,-2.162549691,0.030575831,0.141467712
WBGene00003731,nhx-3,828.9881326,689.6071674,968.2206393,0.455121678,0.210520512,2.161887565,0.030626844,0.141642455
WBGene00044433,W10C8.6,28.40484474,15.45250898,41.32651122,0.865767428,0.400496243,2.161736707,0.030638477,0.141642455
WBGene00194716,ZK637.18,8.409160336,14.22662319,2.585954163,-0.861943181,0.398729088,-2.161726365,0.030639274,0.141642455
WBGene00017584,F19B10.2,21.35615324,29.7825795,12.82818261,-0.827631915,0.382893554,-2.161519586,0.030655226,0.141676622
WBGene00000778,cpn-2,584.0970208,739.3993389,428.9458456,-0.657367734,0.304178476,-2.161125084,0.030685678,0.141777772
WBGene00001627,gly-2,745.6714708,641.1629034,849.7444395,0.386181025,0.178728304,2.160715541,0.03071732,0.141884354
WBGene00007639,C17D12.5,47.49207157,59.41647655,35.49393504,-0.632622925,0.292909921,-2.159786611,0.030789193,0.142146003
WBGene00007773,C27C12.3,35.58411799,19.75227867,51.37214931,0.859469702,0.397946594,2.159761425,0.030791143,0.142146003
WBGene00015803,C15H9.9,3205.894892,3620.396184,2791.111332,-0.359298463,0.166371933,-2.159609835,0.030802886,0.142160561
WBGene00009678,magu-4,937.6837753,828.8923789,1046.923567,0.325215124,0.150653966,2.158689426,0.03087427,0.142445004
WBGene00045433,F49D11.10,2009.276498,2174.657171,1844.059465,-0.23371486,0.108271836,-2.158593305,0.030881733,0.142445004
WBGene00006470,tag-120,557.1603821,461.431887,652.9555455,0.463991936,0.214991312,2.158189238,0.030913122,0.142510353
WBGene00006705,ubc-8,742.9340842,636.4769186,849.9043601,0.395400777,0.183202952,2.15826641,0.030907125,0.142510353
WBGene00010198,spat-1,801.5997501,897.5769416,705.7709229,-0.334104111,0.154822298,-2.157984453,0.030929041,0.142544033
WBGene00000646,H17B01.2,1011.265936,1248.236828,774.335315,-0.598775198,0.277548606,-2.157370586,0.030976801,0.142609529
WBGene00001007,dli-1,2560.617241,2839.762383,2281.941001,-0.30585748,0.141781317,-2.157248128,0.030986336,0.142609529
WBGene00002191,kin-3,11028.14309,11957.58146,10099.02809,-0.239205635,0.110880844,-2.157321557,0.030980618,0.142609529
WBGene00008032,C39E9.8,2970.695411,2132.285826,3809.002913,0.684852621,0.317420846,2.157554017,0.030962523,0.142609529
WBGene00008089,C44C10.9,2077.426705,1832.249396,2322.185477,0.3296562,0.152784309,2.157657442,0.030954475,0.142609529
WBGene00004498,rps-29,2081.494648,2405.769168,1757.480383,-0.425300686,0.197232389,-2.156343023,0.03105689,0.142894505
WBGene00000615,col-38,50771.92327,65892.81337,35651.12065,-0.709063945,0.329110549,-2.154485622,0.031202108,0.143403192
WBGene00010887,M7.12,238.7246207,182.1199339,295.0618468,0.603125354,0.279933944,2.15452741,0.031198835,0.143403192
WBGene00011050,agl-1,2827.178453,3208.24081,2446.641609,-0.372869361,0.173046487,-2.154735223,0.03118256,0.143403192
WBGene00018362,ppm-1.G,5681.704731,6273.057999,5090.88245,-0.292808112,0.135903721,-2.154526085,0.031198939,0.143403192
WBGene00019218,madf-3,707.4705222,642.0640738,772.956372,0.261708967,0.12148288,2.154286819,0.031217686,0.143434953
WBGene00010338,F59F4.3,488.1612427,557.8640529,418.664341,-0.392708969,0.182314888,-2.154014818,0.03123901,0.143480911
WBGene00021471,Y39G10AR.15,461.6994842,519.4391489,404.157588,-0.347553434,0.161357207,-2.153938089,0.031245027,0.143480911
WBGene00015330,C02B10.5,1638.705095,1786.396437,1490.818401,-0.255414664,0.118605504,-2.153480713,0.031280918,0.14360588
WBGene00017979,F32B5.6,2372.662602,2600.938811,2144.696672,-0.271568619,0.126120567,-2.153246105,0.031299342,0.143650613
WBGene00010013,F54B3.1,5278.2726,5751.366614,4805.283191,-0.253849945,0.117927411,-2.152594917,0.031350528,0.143845646
WBGene00020029,R12C12.9,816.9959858,946.7052038,687.3216193,-0.432533773,0.200974059,-2.15218708,0.031382623,0.143952996
WBGene00017520,F16G10.5,31.19415557,40.54194515,21.8632031,-0.71078238,0.330392883,-2.15132473,0.031450578,0.144224733
WBGene00012568,fbxa-212,119.0909132,99.34785069,138.7232832,0.448420769,0.208535593,2.150332046,0.031528959,0.144544121
WBGene00013217,ddl-3,1050.555096,1149.124905,952.1123993,-0.265103769,0.123298323,-2.150100366,0.031547277,0.144588045
WBGene00003546,nas-28,51.61469048,64.66651253,38.70910145,-0.630113768,0.293083892,-2.149943357,0.031559695,0.144604917
WBGene00000233,avr-15,522.5855416,380.405194,664.5258546,0.666784208,0.310181104,2.149660954,0.031582043,0.144627231
WBGene00019854,R03H10.1,222.2099894,183.2951288,261.1998997,0.471659189,0.219402674,2.149742211,0.031575612,0.144627231
WBGene00001329,epn-1,3348.754059,4001.092722,2696.647033,-0.515824348,0.240045768,-2.14885833,0.031645632,0.144878342
WBGene00002140,inx-18,184.4581611,215.5216924,153.4410929,-0.455192431,0.211890392,-2.148244789,0.031694314,0.14506109
WBGene00044753,F49H12.7,5.002385499,1.1431163,8.874064563,0.829811668,0.386326423,2.147954734,0.031717352,0.145126395
WBGene00007071,AC3.5,5656.364809,4797.130353,6515.692868,0.415778496,0.19365611,2.14699395,0.031793763,0.145329511
WBGene00016154,szy-5,1303.50184,1149.610203,1457.206903,0.329714399,0.15355728,2.147175308,0.031779328,0.145329511
WBGene00017344,F10E7.2,370.8270911,415.8607939,326.1521299,-0.337294448,0.157100655,-2.146995809,0.031793615,0.145329511
WBGene00020574,T19D7.6,146.5776222,87.09715257,206.09354,0.830816145,0.386974185,2.146954958,0.031796868,0.145329511
WBGene00012587,Y38E10A.9,5.368518881,1.557092832,9.156887607,0.854149264,0.398195846,2.145048153,0.031948997,0.145984512
WBGene00003548,nas-30,1154.286673,1339.085742,969.2146347,-0.435919548,0.203351156,-2.143678729,0.032058638,0.14642326
WBGene00011505,pzf-1,19.21547503,7.243104247,31.19038917,0.874585886,0.407993329,2.143627909,0.032062713,0.14642326
WBGene00022160,Y71G12B.25,2404.514012,3176.029409,1633.163735,-0.740392257,0.345445011,-2.143299899,0.032089025,0.146502997
WBGene00022155,Y71G12B.17,826.6506136,948.2412528,705.4233878,-0.403180637,0.188133883,-2.143051697,0.032108947,0.146513118
WBGene00022448,pinn-1,684.2200977,758.4470988,610.1947366,-0.304161012,0.141923697,-2.143130555,0.032102617,0.146513118
WBGene00018645,F49F1.5,285.0112638,205.2569727,364.5747164,0.6787092,0.316837612,2.14213583,0.032182553,0.146808506
WBGene00011202,R10E4.6,37.98675376,26.16987442,49.69765688,0.724642236,0.338403557,2.141355259,0.0322454,0.147054662
WBGene00009980,F53F1.2,306.0431855,367.2848585,244.6585619,-0.52776221,0.246492568,-2.141087717,0.032266965,0.147112471
WBGene00001165,efn-4,122.5116957,147.4859303,97.78635262,-0.532561529,0.248932157,-2.139384223,0.032404564,0.147629121
WBGene00009311,mltn-1,740.7989142,531.1704695,950.7140101,0.684185302,0.319809365,2.139353559,0.032407045,0.147629121
WBGene00019180,H10D18.5,168.0213618,192.2082586,143.8398317,-0.395892303,0.18504023,-2.139493139,0.032395751,0.147629121
WBGene00001974,hmg-4,2532.547807,2301.016627,2764.095575,0.258695822,0.120970577,2.138502008,0.032476021,0.147902629
WBGene00220171,Y48G10A.9,358.4111969,302.9421162,413.8271745,0.422367574,0.197575697,2.137750651,0.032536986,0.148139511
WBGene00019515,ugt-19,472.1517004,534.9993718,409.0227251,-0.369442508,0.172888511,-2.136882932,0.032607515,0.148419793
WBGene00018311,F41G4.8,122.5928916,94.90032581,150.2820757,0.58054806,0.271744922,2.136371331,0.032649159,0.148568485
WBGene00016402,C34D4.10,282.483341,245.7546283,319.1632939,0.360488718,0.168810508,2.13546373,0.03272315,0.148823339
WBGene00022850,ZK1127.3,896.5361364,799.0051075,993.9496871,0.30517332,0.142900716,2.135561872,0.032715142,0.148823339
WBGene00017939,F31A3.5,197.1275328,228.23652,166.2236261,-0.428406499,0.200652374,-2.135068178,0.032755442,0.148929274
WBGene00016731,C46H11.7,514.8273705,649.1773162,380.6920065,-0.64598125,0.302576876,-2.134932647,0.032766512,0.148938692
WBGene00005026,sqv-8,900.57739,800.7599603,1000.111364,0.310381428,0.14539229,2.134786024,0.032778492,0.148952238
WBGene00008277,mltn-12,454.9597217,296.872397,613.1328446,0.772109116,0.361771084,2.13424773,0.032822508,0.14909069
WBGene00010788,sulp-4,286.8562894,246.5988894,326.8661707,0.38586437,0.180801058,2.134193099,0.032826977,0.14909069
WBGene00008766,F13G3.6,769.9510187,685.04919,854.6015265,0.308853076,0.14475929,2.133563078,0.032878563,0.149284011
